"","Usage","Month","value"
"2806","Clothing_and_footwear","X2023.8",494943
"2807","Gasoline_and_other_energy_goods","X2023.8",314124
"2808","Other_nondurable_goods","X2023.8",1410167
"2809","Housing_and_utilities","X2023.8",2617969
"2810","Health_care","X2023.8",2682261
"2811","Transportation_services","X2023.8",486147
"2812","Recreation_services","X2023.8",606643
"2813","Food_services_and_accommodations","X2023.8",1062624
"2814","Financial_services_and_insurance","X2023.8",1128768
"2815","Motor_vehicles_and_parts","X2023.9",574235
"2816","Furnishings_and_durable_household_equipment","X2023.9",418517
"2817","Recreational_goods_and_vehicles","X2023.9",740286
"2818","Other_durable_goods","X2023.9",285089
"2819","Food_and_beverages_purchased_for_off-premises_consumption","X2023.9",1154441
"2820","Clothing_and_footwear","X2023.9",493351
"2821","Gasoline_and_other_energy_goods","X2023.9",318980
"2822","Other_nondurable_goods","X2023.9",1412361
"2823","Housing_and_utilities","X2023.9",2619029
"2824","Health_care","X2023.9",2708032
"2825","Transportation_services","X2023.9",486425
"2826","Recreation_services","X2023.9",606895
"2827","Food_services_and_accommodations","X2023.9",1065979
"2828","Financial_services_and_insurance","X2023.9",1125844
"2829","Motor_vehicles_and_parts","X2023.10",569961
"2830","Furnishings_and_durable_household_equipment","X2023.10",426879
"2831","Recreational_goods_and_vehicles","X2023.10",749296
"2832","Other_durable_goods","X2023.10",289940
"2833","Food_and_beverages_purchased_for_off-premises_consumption","X2023.10",1157540
"2834","Clothing_and_footwear","X2023.10",497285
"2835","Gasoline_and_other_energy_goods","X2023.10",314490
"2836","Other_nondurable_goods","X2023.10",1417780
"2837","Housing_and_utilities","X2023.10",2617502
"2838","Health_care","X2023.10",2721194
"2839","Transportation_services","X2023.10",482833
"2840","Recreation_services","X2023.10",611268
"2841","Food_services_and_accommodations","X2023.10",1074101
"2842","Financial_services_and_insurance","X2023.10",1138223
"2843","Motor_vehicles_and_parts","X2023.11",576972
"2844","Furnishings_and_durable_household_equipment","X2023.11",428166
"2845","Recreational_goods_and_vehicles","X2023.11",771487
"2846","Other_durable_goods","X2023.11",292503
"2847","Food_and_beverages_purchased_for_off-premises_consumption","X2023.11",1159507
"2848","Clothing_and_footwear","X2023.11",504958
"2849","Gasoline_and_other_energy_goods","X2023.11",319494
"2850","Other_nondurable_goods","X2023.11",1427480
"2851","Housing_and_utilities","X2023.11",2614725
"2852","Health_care","X2023.11",2733605
"2853","Transportation_services","X2023.11",489131
"2854","Recreation_services","X2023.11",615195
"2855","Food_services_and_accommodations","X2023.11",1071220
"2856","Financial_services_and_insurance","X2023.11",1154143
